Voltage V	Current I	Current I
(V)	(A)	(A)
-0.740058	1.66154E-10	1.66154E-10
-0.72016	1.79374E-10	1.79374E-10
-0.7003	1.93882E-10	1.93882E-10
-0.680096	2.02453E-10	2.02453E-10
-0.660222	2.15411E-10	2.15411E-10
-0.640044	2.26021E-10	2.26021E-10
-0.62017	2.30837E-10	2.30837E-10
-0.600302	2.38883E-10	2.38883E-10
-0.580094	2.50649E-10	2.50649E-10
-0.560222	2.5574E-10	2.5574E-10
-0.540013	2.61486E-10	2.61486E-10
-0.520124	2.65706E-10	2.65706E-10
-0.500264	2.73156E-10	2.73156E-10
-0.480058	2.80595E-10	2.80595E-10
-0.460172	2.78699E-10	2.78699E-10
-0.44004	2.82788E-10	2.82788E-10
-0.420103	2.87497E-10	2.87497E-10
-0.400219	2.92051E-10	2.92051E-10
-0.380054	2.95591E-10	2.95591E-10
-0.360153	2.95341E-10	2.95341E-10
-0.339952	2.9943E-10	2.9943E-10
-0.320091	3.01468E-10	3.01468E-10
-0.300238	3.0179E-10	3.0179E-10
-0.280027	2.99275E-10	2.99275E-10
-0.260186	3.0762E-10	3.0762E-10
-0.239964	3.03662E-10	3.03662E-10
-0.220084	3.04699E-10	3.04699E-10
-0.200198	3.10016E-10	3.10016E-10
-0.180006	3.07572E-10	3.07572E-10
-0.160165	3.13067E-10	3.13067E-10
-0.139925	3.18277E-10	3.18277E-10
-0.120041	3.21901E-10	3.21901E-10
-0.100174	3.20351E-10	3.20351E-10
-0.079987	3.22211E-10	3.22211E-10
-0.060122	3.3046E-10	3.3046E-10
-0.0399065	3.31843E-10	3.31843E-10
-0.0200438	3.32177E-10	3.32177E-10
-7.05719E-4	3.31402E-10	3.31402E-10
